seller_id,seller_zip_code_prefix,seller_city,seller_state
620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ
624f4ece8da4aafb77699233d480f8ef,5138,sao paulo,SP
62d977e2b2aee830de3e039a28490d12,80410,curitiba,PR
6338ea67c41078a46ad99cc009654956,95170,farroupilha,RS
634964b17796e64304cadf1ad3050fb7,21840,rio de janeiro,RJ
63b464dbf392c7b80d12d932fa7cafed,2034,sao paulo,SP
643214e62b870443ccbe55ab29a4dccf,2134,sao paulo,SP
655220df33262c7e0c4949a147366f94,9951,diadema,SP
6560211a19b47992c3666cc44a7e94c0,5849,sao paulo,SP
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS
65a7c0788e4d632ccb5e1b594b87f0bb,5782,sao paulo,SP
66922902710d126a0e7d26b0e3805106,31842,belo horizonte,MG
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC
670c26e0f1bf8d0576271d5cfaec6d2b,87025,maringa,PR
6973a06f484aacf400ece213dbf3d946,12230,sao jose dos campos,SP
6a8b085f816a1f75f92dbac6eb545f8f,14709,bebedouro,SP
6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,22775,rio de janeiro,RJ
6bb0724edf0b62fb91ac404873a97241,6700,cotia,SP
6c12e40690c335dbc2f68a4134d30dc1,84178,castro,PR
6c17baf138731a4aaacc3210adf2037b,14400,franca,SP
6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
6d988d6174a2c27441597174f8905515,87070,maringa,PR
6df688df543f90e9b38f4319e75a9d88,31230,belo horizonte,MG
6edacfd9f9074789dad6d62ba7950b9c,7135,guarulhos,SP
6ee85be3693ed79a8e80718743d80655,3937,sao paulo,SP
6fc26fe110feebd80a433e1f012a84f9,15601,fernandopolis,SP
6fd52c528dcb38be2eea044946b811f8,8180,sao paulo,SP
7008613ea464bad5cb9b83456e1e6a8f,89460,canoinhas,SC
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
7040e82f899a04d1b434b795a43b4617,1026,sao paulo,SP
70a12e78e608ac31179aea7f8422044b,12327,jacarei,SP
70c27847eca8195c983ed7e798c56743,20930,rio de janeiro,RJ
710e3548e02bc1d2831dfc4f1b5b14d4,86600,rolandia,PR
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC
7202e2ba20579a9bd1acb29e61fe71f6,14401,franca,SP
725c32fa80c2faacc4fc88450d27314e,3320,sao paulo,SP
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG
729f06993dac8e860d4f02d7088ca48a,13481,limeira,SP
7354220fb240bde543b3c40c060d41e7,71215,brasilia,DF
74871d19219c7d518d0090283e03c137,4650,sao paulo,SP
7681ef142fd2c19048da7430856b5588,7074,guarulhos,SP
76d5af76d0271110f9af36c92573f765,3194,sao paulo,SP
76ea5315acb3f5f7ade3cd261faf922a,4213,sao paulo,SP
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
77e4abfd739aed9c46480f90f81c0eb4,70767,brasilia,DF
78a4d36f65a019172c6154468831a69f,17018,bauru,SP
78c99c6dff4eeae5be99bf635ed21e3f,17510,marilia,SP
7901646fdd36a55f564ffaf2dbccaaf7,20021,rio de janeiro,RJ
79565f7d5603b24ddf07ade262547f2f,14804,araraquara,SP
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR
7a67c85e85bb2ce8582c35f2203ad736,3426,sao paulo,SP
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP
7ad32824caee82087b3e2e5f33b1bf32,14940,ibitinga,SP
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP
7b1222c3624aa89b9558b50a2594188c,15041,sao jose do rio preto,SP
7c4618c82226628831613e95e9c22f44,18136,sao roque,SP
7c67e1448b00f6e969d365cea6b010ab,8577,itaquaquecetuba,SP
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP
7d76b645482be4a332374e8223836592,1511,sao paulo,SP
7ddcbb64b5bc1ef36ca8c151f6ec77df,4403,sao paulo,SP
7e1fb0a3ebfb01ffb3a7dae98bf3238d,14403,franca,SP
7e26c750b4cb9f6766f58265ff9ebe95,30270,belo horizonte,MG
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP
7ea5bfa6c340f58f8e71fc1f0412b0d6,30180,belo horizonte,MG
7ecef8194babfec876ca720714327841,13041,campinas,SP
80e6699fe29150b372a0c8a1ebf7dcc8,83323,pinhais,PR
813348c996469b40f2e028d5429d3495,13206,jundiai,SP
81336a0f57a33776419727a300249e90,13560,sao carlos,SP
8160255418d5aaa7dbdc9f4c64ebda44,14940,ibitinga,SP
81783131d2a97c8d44d406a4be81b5d9,18015,sorocaba,SP
81a1104df0f08b59c68aa5b03cfe398e,83020,sao jose dos pinhais,PR
82cb9f452fe8334df74b22d37824b431,95013,caxias do sul,RS
835f0f7810c76831d6c7d24c7a646d4d,8030,sao paulo,SP
850f4f8af5ea87287ac68de36e29107f,4367,sao paulo,SP
851773c885feb5e2da3b4f82bc2b17ce,18683,lencois paulista,SP
855668e0971d4dfd7bef1b6a4133b41b,13257,itatiba,SP
8581055ce74af1daba164fdbd55a40de,7112,guarulhos,SP
85d9eb9ddc5d00ca9336a2219c97bb13,31255,belo horizonte,MG
8648b1e89e9b349e32d3741b30ec737e,12308,jacarei,SP
87142160b41353c4e5fca2360caf6f92,90230,porto alegre,RS
88460e8ebdecbfecb5f9601833981930,87030,maringa,PR
897060da8b9a21f655304d50fd935913,14092,ribeirao preto,SP
89d9a386b0b6e5fc8403071b03f7206a,3103,sao paulo,SP
8a32e327fe2c1b3511609d81aaf9f042,2443,sao paulo,SP
8a432f4e5b471f8da497d7dc517666e2,19042,presidente prudente,SP
8ab42aa58097fd4668d60cc648225d5f,74150,goiania,GO
8ae520247981aa06bc94abddf5f46d34,88370,navegantes,SC
8b28d096634035667e8263d57ba3368c,12243,sao jose dos campos,SP
8b321bb669392f5163d04c59e235e066,1212,sao paulo,SP
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,RJ
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS
8c16d1f32a54d92897cc437244442e1b,89023,blumenau,SC
8d79c8a04e42d722a75097ce5cbcf2ef,61658,caucaia,CE
8d956fec2e4337affcb520f56fd8cbfd,9780,sao bernardo do campo,SP
8dd386be0767c330276ea6a3f96532d3,88490,paulo lopes,SC
8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP
8e8a7ce9f2f970dc00e2acf6f6e199f6,24710,sao goncalo,RJ
8f119a0aee85c0c8fc534629734e94fd,6440,barueri,SP
8f2ce03f928b567e3d56181ae20ae952,5141,pirituba,SP
903037660cf848a717166eb7a06d616e,5734,sao paulo,SP
916c9de0b5ad957346eeeb12f332687e,80240,curitiba,PR
91f848e9f4be368f4318775aac733370,3029,sao paulo,SP
92eb0f42c21942b6552362b9b114707d,3504,sao paulo,SP
93bef6edaa84956e8e575016449b6351,3568,sao paulo,SP
93dc87703c046b603023e75222018b45,30315,belo horizonte,MG
94144541854e298c2d976cb893b81343,94451,viamao,RS
9449f25aeaf531019b76999ea49a6949,21040,rio de janeiro,RJ
9485a23c0430ba1d58d359391606fce6,9015,santo andre,SP
94b9108d4b637ba65bb4f1e53cfcf8d8,7221,guarulhos,SP
955fee9216a65b617aa5c0531780ce60,4782,sao paulo,SP
9616352088dcf83a7c06637f4ebf1c80,87504,umuarama,PR
96493fab2fbb13a14d0c0e8772eef5c3,5537,sao paulo,SP
9674754b5a0cb32b638cec001178f799,4438,sao paulo,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,88359,brusque,SC
97e4a63591ca439a2b8b7efd20e6e19e,20520,rio de janeiro,RJ
989becdce12ebc39863c2bceab6f3ca1,81730,curitiba,PR
98dac6635aee4995d501a3972e047414,2030,sao paulo,SP
9ac4f14370b1e24ddc58be041b7f99df,76330,jaragua,GO
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,SP
9baf5cb77970f539089d09a38bcec5c3,13330,indaiatuba,SP
9bcdfa7b615b3abb9461d9e3ad9886ae,89053,blumenau,SC
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
9c3c24eca51c52b91c1de727d2a2ae06,95020,caxias do sul,RS
9d4db00d65d7760644ac0c14edb5fd86,18025,sorocaba,SP
9d5a9018aee56acb367ba9c3f05d1d6a,74930,aparecida de goiania,GO
9dd59e43f0c9f0553244e8f9c2fb247e,85851,foz do iguacu,PR
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP
9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP
a06c8ff043abea0528ee44171e2140a2,35501,divinopolis,MG
a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG
a2e874074c877c5a05abae80ad6e488f,15070,sao jose do rio preto,SP
a3a38f4affed601eb87a97788c949667,89204,joinville,SC
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP
a5cba26a62b8b4d0145b68b841e62e7f,87303,campo mourao,PR
a673821011d0cec28146ea42f5ab767f,3809,sao paulo,SP
a7c88262832dfc683781d6a421edefae,8710,mogi das cruzes,SP
a7f13822ceb966b076af67121f87b063,8577,itaquaquecetuba,SP
aac29b1b99776be73c3049939652091d,38408,uberlandia,MG
aafe36600ce604f205b86b5084d3d767,88115,sao jose,SC
ab3e0c171fe84a7ba7de130f19cfb485,86690,colorado,PR
aba1721a889e04decc910aa13b768ef4,5729,sao paulo,SP
ac3508719a1d8f5b7614b798f70af136,92030,canoas,RS
aced59e9b31ef866a94f9e7f29d8d418,3306,sao paulo,SP
afe0067131b73e40875c9b6c10bd2e21,35590,lagoa da prata,MG
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP
b18dc380845b24038cfc48006478f099,9951,diadema,SP
b1ac6ea7895bc3dd6f0f6f4abbdd2821,92030,canoas,RS
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP
b2ba3715d723d245138f291a6fe42594,3470,sao paulo,SP
b32be1695eb7ec5f10f72d9610a12527,95012,caxias do sul,RS
b33e7c55446eabf8fe1a42d037ac7d6d,14850,pradopolis,SP
b3e2faf2c1004d674f16a3aa3197f0e1,14093,ribeirao preto,SP
b499c00f28f4b7069ff6550af8c1348a,13481,limeira,SP
b4ffb71f0cb1b1c3d63fad021ecf93e1,3880,sao paulo,SP
b561927807645834b59ef0d16ba55a24,2955,sao paulo,SP
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP
b64d51f0435e884e8de603b1655155ae,7077,garulhos,SP
b74d1c09cb380e1d03a6f859c6f4224b,20061,rio de janeiro,RJ
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG
bacb1f0ed56ad24198f5810d2b3fe9a5,12328,jacarei,SP
bbad7e518d7af88a0897397ffdca1979,1512,sao paulo,SP
bc302730ea8cf49b5c74f579febb5bbf,13015,campinas,SP
bd149ed516d4c5d418d5781f8e18919f,7241,guarulhos,SP
bd23da7354813347129d751591d1a6e2,3971,sao paulo,SP
bd4889b5e9133b35b66e42a8665cea5c,2963,sao paulo,SP
be8e909810184b9b19e886129149d8e5,13418,piracicaba,SP
beadbee30901a7f61d031b6b686095ad,7097,guarulhos,SP
bf84056e679dbe9c69929847a40e338f,2537,sao paulo,SP
bfd27a966d91cfaafdb25d076585f0da,13930,serra negra,SP
c003204e1ab016dfa150abc119207b24,7790,cajamar,SP
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP
c31eff8334d6b3047ed34bebd4d62c36,13322,salto,SP
c33847515fa6305ce6feb1e818569f13,88359,brusque,SC
c35affa65afd250151285c5917fc1c8a,8050,sao paluo,SP
c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP
c60b801f2d52c7f7f91de00870882a75,7174,guarulhos,SP
c6218512d16fcac0af02fe92691cf274,32315,contagem,MG
c6bda72e4dbf5c5866b13cb1810c6d03,3087,sao paulo,SP
c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP
c826c40d7b19f62a09e2d7c5e7295ee2,7133,guarulhos,SP
c8417879a15366a17c30af34c798c332,4445,sao paulo,SP
c864036feaab8c1659f65ea4faebe1da,83605,campo largo,PR
c8b0e2b0a7095e5d8219575d5e7e1181,8598,itaquaquecetuba,SP
c8b3445d737de6befde0c88ede534a5e,5734,sao paulo,SP
c9aafcd0621b2207c10e32c649cada4d,8011,sao paulo,SP
ca4b77513ac2040591b0d8fae6958380,9190,sando andre,SP
cab85505710c7cb9b720bceb52b01cee,2252,sao paulo,SP
cac4c8e7b1ca6252d8f20b2fc1a2e4af,13347,indaiatuba,SP
cb3dd9ce66268c7a3ca7241ac70ab58c,3028,sao paulo,SP
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
cbf09e831b0c11f6f23ffb51004db972,9726,sbc/sp,SP
cc419e0650a3c5ba77189a1882b7556a,9015,santo andre,SP
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP
ccc4bbb5f32a6ab2b7066a4130f114e3,80310,curitiba,PR
cd06602b43d8800bd0afad514919d35c,4119,sao paulo,SP
cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP
cd6efc47efaabf134f8bdb654e10b4f1,23050,rio de janeiro,RJ
ce248b21cb2adc36282ede306b7660e5,89251,jaragua do sul,SC
ce27a3cc3c8cc1ea79d11e561e9bebb6,3006,sao paulo,SP
ce616e1913288884e7742faac9d981db,6711,cotia,SP
ce7d1888639e6fb06b2749cbfdac1ff7,37443,baependi,MG
