order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
0c28b673ceff9e07c5de4539bb0d4ed2,1,7935ddc510afb7d08989660b382b7f26,3d871de0142ce09b7081e2b9d1733cb1,2018-01-31 15:38:00,79,13.57
0c71e6884d0d7ae94fe52ea917b42fc7,1,5d686bbd116b2de2ea1a4e1056501240,e63e8bfa530fb16910dd6956e592bb81,2017-12-07 19:31:00,32.9,12.44
0c71e6884d0d7ae94fe52ea917b42fc7,2,4b2422ebbc6723e80f355b11b4d8fba0,6cd68b3ed6d59aaa9fece558ad360c0a,2017-12-07 19:31:00,36.9,12.44
0c734449f0a8246894a537f0d4355dc8,1,f5b952758d88a5995ae5c8208a63b913,dfc475d54e1b6dbeeb7d7d9bdaa63827,2018-06-20 2:57:00,125,26.39
0d01a6e6a5ab185145f17abef2ff9f0d,1,61103d1d05a6d55579890d0dba01eda6,42ef3192a9ff87a22d1867b74b3ee205,2018-04-04 9:30:00,14.9,12.79
0d360c12bebf4e2fd772baa3c9336472,1,14137f0fd56e4d0b8102dcfcc9b0a4fe,57e632711dec9ec14ca7546769483e7e,2017-10-26 3:05:00,37.9,15.1
0dafd5ada8ca38b3cdd30cb12a6eb18b,1,7c21d2794fad14d186b2bcd9b07a8298,7a67c85e85bb2ce8582c35f2203ad736,2017-03-26 23:30:00,65.99,13.04
0dc2734aeb43fcd6b5c4a6d6296f50c5,1,33202a8e7a645388c41ed714203d7131,8d79c8a04e42d722a75097ce5cbcf2ef,2017-03-09 2:25:00,149.9,27.48
0ddc3630cc5cb4fe371db7a299839ec6,1,e3d17cced20767fb24db3fb6a6a67b2d,79565f7d5603b24ddf07ade262547f2f,2017-02-11 10:07:00,89,11.23
0e45c1c50018bc382b24647115e9eb6c,1,de984954e2e130136bcf8988bc973d90,1dd33b8119b3cb1056ed5dc88cd0aaf4,2017-12-11 9:30:00,199,10.21
0e5120f3452260c976eae23edd2d5a0a,1,076743539f8476d5c8a1e4e7b62ffc26,391fc6631aebcf3004804e51b40bcf1e,2017-02-25 4:13:00,44.9,11.74
0e74f4c5e40226e7f0aa460ce139ee37,1,f5badee8a0e679f057ec0ca4f0f32dcb,e0a366315b1b726b6c7832d664c0f530,2017-11-30 9:31:00,109.9,15.52
0ea01a9be52b4c9fdd44188e854643b8,1,66122b7ff167774803377cb2b1af7799,7c67e1448b00f6e969d365cea6b010ab,2017-08-07 4:15:00,89.99,17.36
0eac9f8e158a0eadfce8c9da8547a8ce,1,e2600770da5cfd446d3e971c1d41b44c,080102cd0a76b09e0dcf55fcacc60e05,2018-05-10 17:10:00,69.9,18.37
0f2fc60f7acb6782b5490389a5a89c08,1,bcaccccaa0255d8132172dfe9c10ab2e,179d859f51292aac5c10806a356f7af9,2018-08-01 9:05:00,22,22.87
0f44fd64ee902f504aefed510fbcb8e7,1,32900f7eff5b58558727f11a07d1bcbd,77530e9772f57a62c906e1c21538ab82,2018-08-13 22:30:00,49,13.68
0f4f07de4a8aaaa5b16fef24f10b1d1d,1,b99e4f4fa3f421e0ffbd512d9f152dec,128639473a139ac0f3e5f5ade55873a5,2018-01-11 11:48:00,19.9,25.63
10074a98ead181e64616038989bf97f1,1,953439fbf9090e2362532905d89b991f,7040e82f899a04d1b434b795a43b4617,2018-05-18 17:35:00,169.9,18.77
100ebf8fcba296158a4021a35cfa1bf8,1,1b474c650cb9407d32a1e066937b68fd,2eb70248d66e0e3ef83659f71b244378,2018-04-26 1:50:00,199.9,8.26
104db3ac25a8c92d8b4a1bab46c92c66,1,1556a0ea84fd60589afa0d9618c47505,e9779976487b77c6d4ac45f75ec7afe9,2018-02-05 3:47:00,214.49,26.78
10c3c7fea20a1ed15c6e55e90b3fb084,1,75c06ee06b201f9b6301d2b5e72993f8,3c7c4a49ec3c6550809089c6a2ca9370,2018-02-14 19:35:00,13.99,11.85
10f69c462a2c700cf1b141b9874af717,1,ec529a51d3a0832578dc8ca51574d2bd,5c853bb56f70f4d14218944bae111d7a,2018-07-25 16:42:00,12.99,7.39
1100a32038f8a2194f67f0cf30cb434e,1,b5b5a82ce5f1987b7e670f37629be51b,8b28d096634035667e8263d57ba3368c,2017-05-11 15:10:00,59.9,20.87
1118f05e23d1a8082fa47f8a377de658,1,49f19939bc5c8639e06c36d3bf01ee98,81783131d2a97c8d44d406a4be81b5d9,2018-08-09 15:15:00,113.1,8.21
1118f05e23d1a8082fa47f8a377de658,2,49f19939bc5c8639e06c36d3bf01ee98,81783131d2a97c8d44d406a4be81b5d9,2018-08-09 15:15:00,113.1,8.21
1166f71d15f177ac5da5c3e5ecb906bd,1,371fa349d92646bbeea5873df0bcdc5a,f3da5b2ff499efb8d4a6d371d175d7dd,2017-11-30 19:13:00,24.62,8.72
117e77b39bc8cd4a2dadfe1ea8948d56,1,b0961721fd839e9982420e807758a2a6,1f50f920176fa81dab994f9023523100,2018-03-07 22:55:00,53.9,41.41
117e77b39bc8cd4a2dadfe1ea8948d56,2,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018-03-07 22:55:00,53.9,41.41
11a8040304ddc9e67f7939587e9cf44e,1,222684e29ad17ce818d1b01753c0cfb8,fe2032dab1a61af8794248c8196565c9,2017-11-23 2:15:00,269.9,16.64
122a6d89b8a3ee8fe039b6990c1dc226,1,2a15783d3cb601f8d9a6a86806b037b3,855668e0971d4dfd7bef1b6a4133b41b,2017-11-13 4:26:00,60,34.22
1230f41d95a6fc74a51d388e8b1e8810,1,5c3f833c3941c6353fd0cc51686a1101,d66c11a9572221d92fbb8c4897db5f9b,2018-08-07 15:50:00,170,40.4
125976e5bb61accc5b6c27bc74f08d49,1,256c61261c818dab727fa2a60d8964ca,7c67e1448b00f6e969d365cea6b010ab,2018-05-03 23:11:00,116.94,16.66
129b63bc323d7b5b2965a143b2e72cc7,1,e84997d75938765ef99930f908ceedf4,cd6efc47efaabf134f8bdb654e10b4f1,2018-06-07 14:57:00,127,23.47
12bd377dd79de8d6c43f67d1a0358743,1,ec3a3abf1c577856f4dafa59c126dccd,79ebd9a61bac3eaf882805ed4ecfa12a,2018-08-07 16:45:00,129.9,40.1
1315d21afe8cc17fff429dac7ed6370f,1,80459e1beff7fc5d0e2fbe676d043a64,fa1c13f2614d7b5c4749cbc52fecda94,2018-08-09 6:10:00,658.9,55.33
13252181a93b4bad74b1611626df60cb,1,51250f90d798d377a1928e8a4e2e9ae1,3c7c4a49ec3c6550809089c6a2ca9370,2018-01-18 21:50:00,13.99,7.78
132d901a3191ebd415e9ed346435417e,1,3e5201fe0d1ba474d9b90152c83c706c,8160255418d5aaa7dbdc9f4c64ebda44,2018-02-21 15:26:00,122.9,18.43
1335770a97f98c72818680ee3ff1d00a,1,88dd63919fc9ab693803578a04a20209,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-08-25 12:30:00,34.99,7.78
1349d7f4ec671ded42f2360828965692,1,aeb767ca82c5a6cca8bbac33c4e21579,079d295dcbf06ee8bb1b65ba964eb2b6,2018-07-24 7:55:00,34,19.43
1349d7f4ec671ded42f2360828965692,2,aeb767ca82c5a6cca8bbac33c4e21579,079d295dcbf06ee8bb1b65ba964eb2b6,2018-07-24 7:55:00,34,19.43
1349d7f4ec671ded42f2360828965692,3,aeb767ca82c5a6cca8bbac33c4e21579,079d295dcbf06ee8bb1b65ba964eb2b6,2018-07-24 7:55:00,34,19.43
1349d7f4ec671ded42f2360828965692,4,aeb767ca82c5a6cca8bbac33c4e21579,079d295dcbf06ee8bb1b65ba964eb2b6,2018-07-24 7:55:00,34,19.43
1349d7f4ec671ded42f2360828965692,5,aeb767ca82c5a6cca8bbac33c4e21579,079d295dcbf06ee8bb1b65ba964eb2b6,2018-07-24 7:55:00,34,19.43
1349d7f4ec671ded42f2360828965692,6,aeb767ca82c5a6cca8bbac33c4e21579,079d295dcbf06ee8bb1b65ba964eb2b6,2018-07-24 7:55:00,34,19.43
13891a1a55cf023484b8b06a5c08049b,1,5c2ff601f8b9eab50e5d9938b41ff01a,7299e27ed73d2ad986de7f7c77d919fa,2017-05-23 16:55:00,44.99,15.1
13d519be7e5206509a15e017ab923f71,1,3e442d09f9dfef002aadf31960869f65,85d9eb9ddc5d00ca9336a2219c97bb13,2018-05-11 3:51:00,31.9,15.23
14363bf0e98e4ac853c49e2e1b316014,1,52ae46963f0cd4c1497fe26a0f50fa6f,c8b0e2b0a7095e5d8219575d5e7e1181,2018-04-12 13:50:00,199.99,25.05
148a2bcb04ca38f2580d863dfd36b05f,1,d5b703c271f43f9c588a6f512a00f77e,fa40cc5b934574b62717c68f3d678b6d,2017-11-30 16:16:00,32.99,7.78
14ac5864dbbe7ea0f936884e43b16fa3,1,eef7436637ac87cad6bf5108284c3413,b33e7c55446eabf8fe1a42d037ac7d6d,2018-02-08 15:50:00,199,12.89
14fda766f6a1e0a37886b3e8fcf8bde1,1,8ce6b041b5fa5dfaa937f53e145ce299,70a12e78e608ac31179aea7f8422044b,2018-04-09 22:50:00,129,37.59
15c09fa69403c377e9f77f3472949cd6,1,d5b4966c1008fe4450d7f00503c75026,657969cca82e884d272385ec0ef06edd,2018-05-09 3:53:00,69.9,19.46
15d2e898a322b9bbbe9ffff92db68af2,1,d285360f29ac7fd97640bf0baef03de0,fa1c13f2614d7b5c4749cbc52fecda94,2017-12-11 11:37:00,348.8,16.19
1651e8159581ae560e31bcd322831f89,1,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,2017-05-24 18:15:00,49,9.27
16aaefde5d48ac55cb13be6353f9d415,1,39a93ffccb8197be32c57f39ff8d826c,aba1721a889e04decc910aa13b768ef4,2017-04-06 19:25:00,33,14.52
16be5e70ff2ab4fa7caf1f4350750711,1,a79e27ad902bfc67386ea63ed1ef7a08,e59aa562b9f8076dd550fcddf0e73491,2018-03-05 16:15:00,25,15.79
16fd7497db9ad42ca340acfda623c1e9,1,4ce6c1b5cfe26c9f980438fc1c810f8d,d51e0a403fe2e689ece6c73359d96e12,2017-11-07 8:49:00,255,19.04
16fd7497db9ad42ca340acfda623c1e9,2,4ce6c1b5cfe26c9f980438fc1c810f8d,d51e0a403fe2e689ece6c73359d96e12,2017-11-07 8:49:00,255,19.04
170f94ae030b06759974c36f29faf658,1,143bc7fcaf6929ef5979e58abf39d4ed,a7f13822ceb966b076af67121f87b063,2017-02-20 21:31:00,176.96,42.83
1864e41539736858aa1100d27cf3f34c,1,3e8f6864be117d2690e410b934840f87,0176f73cc1195f367f7b32db1e5b3aa8,2018-02-28 20:15:00,79.9,13.58
1864e41539736858aa1100d27cf3f34c,2,3e8f6864be117d2690e410b934840f87,0176f73cc1195f367f7b32db1e5b3aa8,2018-02-28 20:15:00,79.9,13.58
189b3afbf782ff8ab44477e006153155,1,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,2018-02-15 19:50:00,39,16.11
18b5c5e3d06b8ffb3935759ce29393f3,1,86271c025e6ff0c1d327388c0b4c811b,d1c281d3ae149232351cd8c8cc885f0d,2017-06-01 20:22:00,167.99,26.02
18eb214910ec2bded53b74594b53a8ec,1,a4ec3aca85c0421e2cd607dc03162791,a2e874074c877c5a05abae80ad6e488f,2018-01-30 12:48:00,67.7,37.61
19802314932831a78e4f0e3dead30f83,1,fcdebbb6946ae0ff528fe189ad53de46,1b8b75e227c9a9c100d0c210fb6176ce,2017-11-27 12:10:00,119.99,19.38
19c8b1118ececa4c6ae36077944717d6,1,4e0854d426b0556ba1956db5e058f0da,fe701d88b67eaca109dffd464d1be9f9,2018-05-07 17:15:00,139.9,9.78
19e234aee52e37132b0b4fcfb8465f88,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2018-06-12 23:10:00,49.9,17.26
19e234aee52e37132b0b4fcfb8465f88,2,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-06-12 23:10:00,49.9,17.26
19fce5bac49997d40974437bb7eccad7,1,a3394de35879ea62967d01d3d93b2cc1,391fc6631aebcf3004804e51b40bcf1e,2018-05-18 10:35:00,118.75,26.91
1a5eb6a556b01596eb34c82baa91e160,1,303e0abaf09605c8c5ac632f72a3afb3,31561f325664a8a7aba4c8d0c3a9b3db,2018-06-28 8:35:00,499,21.29
1ab8b3bd6a4d22497ce5164c01bc0e2c,1,60a8d8f0434c4531bf310eebf9f19cfe,8ab42aa58097fd4668d60cc648225d5f,2018-03-13 2:15:00,22,9.98
1ab8b3bd6a4d22497ce5164c01bc0e2c,2,60a8d8f0434c4531bf310eebf9f19cfe,8ab42aa58097fd4668d60cc648225d5f,2018-03-13 2:15:00,22,9.98
1ad675bff9dacbdbd5333b02fc828d92,1,47376be1404bbe927766e8a9011714cb,fcb5ace8bcc92f75707dc0f01a27d269,2017-12-03 22:18:00,28.7,7.78
1b2a09e1fb4ede4fd59a806112766dc7,1,5c5a1f21eaee926ccacfbc212a0d860d,f626e15b7314c267e4429010866f70e9,2018-08-02 11:24:00,20.9,22.08
1bc159c29e3f54a9f2d4d2bdaa45b5df,1,03aad9707028422f38b0563410912177,1e8b33f18b4f7598d87f5cbee2282cc2,2018-07-08 22:31:00,74.8,23.32
1c35ac660d7ef6691b25d20df3d6eccb,1,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,2017-07-03 23:35:00,59.9,14.13
1c860166a4ec1f520625c28e60d5b157,1,f40876e0ef3cd5f9132b1f16b04b1346,620c87c171fb2a6dd6e8bb4dec959fc6,2018-05-14 23:30:00,119.9,9.75
1c975752f5a57d5899c8d8730391ae07,1,ac2c77058e1e5ec1eda726fe7358ef2f,47efca563408aae19bb7206c2d969ea9,2018-03-01 19:15:00,295,44.48
1cc3ae63caffff2d6c3ee3e78e074acf,1,67682f5c5170c72b398941e2193735a4,f615fe7efbef0f4f08fd3086bc7a3e60,2017-08-14 21:45:00,39.9,9.22
1cc3ae63caffff2d6c3ee3e78e074acf,2,dc881ef926ca402063ea142afc83874c,7aa4334be125fcdd2ba64b3180029f14,2017-08-14 21:45:00,87.99,14.35
1ccf68abfb6823f0eecaed1245461be7,1,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2018-02-05 23:31:00,49.9,17.6
1ccf68abfb6823f0eecaed1245461be7,2,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2018-02-05 23:31:00,49.9,17.6
1cd6899e0a2e42420d74de5c4371fa83,1,b84ee1832bd494a163f0a8315efde95c,87142160b41353c4e5fca2360caf6f92,2017-03-31 1:23:00,39.9,17.19
1cfd879fba2e07e64229d40d3bc2592e,1,6f3b5b605d91b7439c5e3f5a8dffeea7,7d13fca15225358621be4086e1eb0964,2018-05-08 15:30:00,145,13.45
1d35b9b8088b6c9e1fcff77fdb44ef53,1,99444c1e11fc38755dae86f5c67d3d1a,d2374cbcbb3ca4ab1086534108cc3ab7,2018-02-15 18:20:00,59.9,16.18
1d35b9b8088b6c9e1fcff77fdb44ef53,2,18721a85f6f265d6137dfc0f88cc0534,d2374cbcbb3ca4ab1086534108cc3ab7,2018-02-15 18:20:00,59.9,16.18
1d67293aa79feef7aac612621d710869,1,5e3b4b17383b90a3129e552bd71bf2b8,516e7738bd8f735ac19a010ee5450d8d,2018-06-25 22:16:00,82,18.37
1d812d7b785dff5e4568cc8f7e76f230,1,c3097e07a0a5de0d4b4c836d90c5a284,8b321bb669392f5163d04c59e235e066,2018-03-01 2:51:00,13.7,15.1
1d812d7b785dff5e4568cc8f7e76f230,2,c3097e07a0a5de0d4b4c836d90c5a284,8b321bb669392f5163d04c59e235e066,2018-03-01 2:51:00,13.7,15.1
1e2751c3d3ccebf99f0de90d7fd2b279,1,61e0273e790dee51cd095c1ea887bf23,bc302730ea8cf49b5c74f579febb5bbf,2018-05-14 21:11:00,21.99,15.23
1e30d770b3285a068012ff979103c827,1,711b99e1af05365d2ef959b073af08c4,f5a590cf36251cf1162ea35bef76fe84,2018-06-15 17:58:00,269,22.96
1ea8fa159bf5ec460bf24d669396a421,1,b2a11c072dedfc137aa2393bb4a2c8ea,6edacfd9f9074789dad6d62ba7950b9c,2018-06-13 23:58:00,44.9,9.06
1f0ab4d9a83fe935e1e0bf1061890186,1,18301962305db63b0f3e995998075ffa,8bb48dc19fccaa8613b6229bf7f452a2,2018-03-25 22:10:00,14.4,12.79
1f6d522523ec744025ba19da53169f45,1,b99e4f4fa3f421e0ffbd512d9f152dec,128639473a139ac0f3e5f5ade55873a5,2018-01-05 15:34:00,19.9,12.48
1ffb9dc91fdfd3d86671c5dc2a94dab1,1,71040c7f50609abf6865f4429f8b1035,ebd2d60905fb58271facef5596b620d3,2017-05-14 22:25:00,169.9,28.57
20ce4fa87bcbac1808a7c504a7273ea7,1,2002fc3ec2d8a30a7588628fe7aff958,e9d99831abad74458942f21e16f33f92,2018-03-14 11:30:00,30,12.79
20f7896699fcfe24f3b5b2ae54899d2a,1,1613b819ab5dae53aead2dbb4ebdb378,16090f2ca825584b5a147ab24aa30c86,2018-05-03 1:15:00,27.9,7.87
2179922b1506749061ded19fb85a12d6,1,91e2aac5302f657c8fdf3040124d8809,2a84855fd20af891be03bc5924d2b453,2018-02-28 7:10:00,99.9,23.02
21953f0f5d8d20ed590fcb9683be8b6d,1,e940125d0a3c309f58f41cd21e39af06,6039e27294dc75811c0d8a39069f52c0,2018-03-28 20:05:00,369.9,47.94
21d33068d3dfe0561f1b60cc9be732e8,1,1cf39a397efa955b102a52ee7ec5531c,c35affa65afd250151285c5917fc1c8a,2018-05-03 22:31:00,499.99,69.17
21e751f0d78afdfe36cb0e8fe45360d8,1,11a8af1af041fa2d890e7922566feadb,fe701d88b67eaca109dffd464d1be9f9,2018-04-20 19:51:00,189.9,16.21
222c6bc1698aec767223c052bf66327d,1,a5e66fadbb9b49dffdbf63675436a332,e9779976487b77c6d4ac45f75ec7afe9,2017-05-28 22:03:00,79.99,8.3
2275c86505ffbdf6aa88cd91bfeeae33,1,24d1e0447bc0f9b43af49837d0a4efd8,98dac6635aee4995d501a3972e047414,2017-12-07 11:19:00,27.19,17.6
22a00704584f0604e80afe6b4ce031ad,1,18b0e642cbae7251e60a64aa07dd9eb9,85d9eb9ddc5d00ca9336a2219c97bb13,2018-08-29 22:09:00,22.32,15.26
22cd5c06a19914a8094c39a506a7ac05,1,8c292ca193d326152e335d77176746f0,7e1fb0a3ebfb01ffb3a7dae98bf3238d,2018-03-02 13:31:00,150,12.55
22ee91c7febb94838b3468761b7dd72c,1,827f677ed9cd1e18a5f4e8ecd4eb7489,92eb0f42c21942b6552362b9b114707d,2017-05-07 21:25:00,12.5,10.96
2336989704d5fa89aafab6b5a5132317,1,cda960fc8a8987dd224a17dddfffdaa5,7aa4334be125fcdd2ba64b3180029f14,2017-11-23 13:46:00,25.99,12.69
23576700c0f11e7783cebff88823d10c,1,144e17b0496772329803ee3007951ec8,4a3ca9315b744ce9f8e9374361493884,2018-06-13 20:04:00,97.9,18.79
23e117ca8f65562000f29a26f19f1a3b,1,19421075ae0b585f2dc13ff149e2119d,4c2b230173bb36f9b240f2b8ac11786e,2018-05-15 21:14:00,49.9,12.76
240a9fb8d72be362d54b0c418d579504,1,04b48e86a968cfe620da1cab5c7556ae,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-16 0:35:00,40.9,9.27
