order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
6ae75e4f34fa57a45c1e2e45e8b92042,82a23b4d5c1fc6b2d2ecb1bf9b8a8a0a,delivered,2018-01-31 16:14:00,2018-02-01 3:11:00,2018-02-01 20:59:00,2018-02-08 16:16:00,2018-02-26 0:00:00
db1f7432d39759d7b2c5b46a2cfaafac,b33dcc7e3646f17181df9dede34e1713,delivered,2018-06-06 15:46:00,2018-06-06 16:33:00,2018-06-07 13:29:00,2018-06-18 21:52:00,2018-07-05 0:00:00
339d0b50bd16829e382509eafd0ba1b6,07e64b2722ddec4df9b603e96def8ede,delivered,2017-11-29 11:47:00,2017-11-29 11:57:00,2017-12-02 14:13:00,2017-12-08 16:31:00,2017-12-20 0:00:00
a562dc4f82a34303219d36cffb2cdd2c,110cfcabde5f5070e596758fd20ad529,delivered,2018-03-06 14:17:00,2018-03-07 14:10:00,2018-03-09 16:19:00,2018-04-13 14:56:00,2018-03-29 0:00:00
e4359be0adeea34c8db93c37391dcf9d,d042569e31dda17519847f4bfc9bd327,delivered,2017-02-14 16:38:00,2017-02-16 2:23:00,2017-02-17 13:05:00,2017-02-21 10:04:00,2017-03-15 0:00:00
1a5eb6a556b01596eb34c82baa91e160,8fea62092a2a7d718fc9db1740bae34a,delivered,2018-06-22 8:24:00,2018-06-22 8:35:00,2018-06-26 13:53:00,2018-07-03 19:17:00,2018-07-18 0:00:00
943980abcbc522eb49346398ee2594b4,96530093e1f224383da249e21be5787b,delivered,2018-03-23 21:19:00,2018-03-24 2:10:00,2018-03-28 1:46:00,2018-04-05 15:28:00,2018-04-17 0:00:00
ccfcc7f58cf5619fc40593dffc299a9f,00302a0b99783c3d1d1e81c616e321e8,delivered,2018-03-26 18:50:00,2018-03-26 19:08:00,2018-03-27 19:27:00,2018-04-04 17:31:00,2018-04-26 0:00:00
10074a98ead181e64616038989bf97f1,f5c69b009b68c89c1ea19a9311907436,delivered,2018-05-13 17:41:00,2018-05-14 17:35:00,2018-05-16 14:49:00,2018-05-22 13:38:00,2018-06-04 0:00:00
afde4304cb6e11145784b6ea2126bb33,2a632e9d40a3a80a44f559f341a36892,delivered,2017-05-26 7:37:00,2017-05-26 7:50:00,2017-05-26 11:26:00,2017-05-31 13:59:00,2017-06-16 0:00:00
82f4132e89e21a9294ff6bee8e6a9a3a,3dbac935fb077003b3cd7b6e9ae9ecb7,delivered,2017-04-01 11:23:00,2017-04-04 5:45:00,2017-04-04 13:14:00,2017-05-07 10:27:00,2017-05-12 0:00:00
bd1a2d3cb80f46c33405cb03d31f0583,a927d98ffdcbf42206d896c538c5aa65,delivered,2018-01-21 12:30:00,2018-01-22 13:48:00,2018-01-29 23:04:00,2018-01-30 21:38:00,2018-02-09 0:00:00
ec1f164c3c36925c1bdb453446309891,090194eecf789ed407c3179f81b74502,delivered,2017-12-20 11:47:00,2017-12-21 2:10:00,2017-12-22 17:59:00,2018-01-17 0:19:00,2018-01-22 0:00:00
008c3a655c66f4d92370d0d422732f69,f9f9943ef9d29a86f10de3b43cd84356,delivered,2018-03-04 23:15:00,2018-03-06 4:08:00,2018-03-07 0:32:00,2018-03-09 20:27:00,2018-03-15 0:00:00
189b3afbf782ff8ab44477e006153155,9ec7a3fd9d3597aff2900e7a102f3653,delivered,2018-02-11 19:42:00,2018-02-11 20:20:00,2018-02-20 21:07:00,2018-03-05 15:52:00,2018-03-09 0:00:00
08c6860a0281fefc591da60249d5fa76,3ebd35ebde56dc990f6069767e98c9b5,delivered,2017-04-17 20:12:00,2017-04-17 20:22:00,2017-04-18 9:01:00,2017-04-26 13:27:00,2017-05-12 0:00:00
61bf21d981c7e4816f5026ded6da2009,b7f5a499c05362484859bca44528790d,delivered,2017-11-29 15:54:00,2017-11-29 17:11:00,2017-11-30 16:42:00,2017-12-08 15:52:00,2017-12-21 0:00:00
a2cdb45b86dd3f134e347de049aa78d7,c2746c0ec6e8b732c9a0f7d6a187cca3,delivered,2018-02-06 21:26:00,2018-02-07 3:09:00,2018-02-07 22:23:00,2018-02-14 17:57:00,2018-03-12 0:00:00
22ee91c7febb94838b3468761b7dd72c,e01a35c0c3eb75cf669d46a623165695,delivered,2017-05-01 21:12:00,2017-05-01 21:25:00,2017-05-10 9:54:00,2017-05-11 8:03:00,2017-05-23 0:00:00
e6a667b8b4e8787c667b00724e884177,577dfb2d557d5251a6cf3290575dd51a,delivered,2017-05-10 10:34:00,2017-05-11 4:05:00,2017-05-11 13:59:00,2017-05-16 9:58:00,2017-05-26 0:00:00
1c975752f5a57d5899c8d8730391ae07,ec450e291bae7ed8a48269f2197e3f26,delivered,2018-02-22 16:44:00,2018-02-23 19:15:00,2018-02-26 23:49:00,2018-03-08 13:14:00,2018-03-22 0:00:00
6b8efc56f3d4b9f43045ef4efd3a5e76,8afa9893a855d64656f1ff2afc37131f,delivered,2018-06-21 13:58:00,2018-06-26 5:37:00,2018-06-27 11:18:00,2018-06-28 11:08:00,2018-07-11 0:00:00
06e4e324b83309e575442446e34377d7,28635c64d8f2aee6e47124350f7ffb38,delivered,2017-06-21 22:40:00,2017-06-23 2:25:00,2017-06-26 13:31:00,2017-06-27 16:18:00,2017-07-05 0:00:00
54f0988d1c9f5f7f90410c09b2cbc6e5,58ef17eb85a447ae62ef8be1c5f06b0e,delivered,2018-02-25 22:27:00,2018-02-25 22:47:00,2018-02-27 18:19:00,2018-03-08 16:11:00,2018-03-19 0:00:00
eec64646ac1076b7500eb7e34b00c8f7,35acf0e42c5446de6cfaa0d8637b2177,delivered,2018-04-17 18:31:00,2018-04-18 2:11:00,2018-04-19 19:50:00,2018-04-28 16:42:00,2018-05-14 0:00:00
d9c97ab2098fe0b71eb51aa660f74fe2,45a918e53c2777929c7e00a148e6f4ab,delivered,2018-02-25 20:35:00,2018-02-26 20:28:00,2018-02-27 19:33:00,2018-04-02 22:50:00,2018-03-23 0:00:00
f92c4415380d5956969e7b44174a6476,786cc4eab38165553b0fb0c53a35817a,delivered,2018-07-26 19:28:00,2018-07-26 19:35:00,2018-07-27 15:10:00,2018-08-24 1:09:00,2018-08-23 0:00:00
e5e60230ff5dc8932810d73a4ef6417e,e63ff59204c3f0c9b48e8cf43776abec,delivered,2018-02-25 22:14:00,2018-02-25 22:28:00,2018-02-27 4:11:00,2018-03-12 17:09:00,2018-03-19 0:00:00
46077eef0ad2e1103cd2970326b3712b,30e5e38dcab5b4f261e95cf80ff6b386,delivered,2018-04-13 22:53:00,2018-04-13 23:09:00,2018-04-17 15:08:00,2018-04-26 22:24:00,2018-05-28 0:00:00
7229557b67bb7b631f68aa308462a533,3535d2552102ae23095147d0409f0d20,delivered,2018-01-22 18:56:00,2018-01-23 6:55:00,2018-01-24 18:39:00,2018-02-06 17:42:00,2018-02-23 0:00:00
f2c1fe3c326767f9d341cb347f30ea1f,daa07f7d9d5228fd3e95f67460c1111c,delivered,2017-10-07 22:33:00,2017-10-07 22:49:00,2017-10-11 22:27:00,2017-10-18 17:55:00,2017-11-06 0:00:00
8b04755969f401703034739a68acf0b3,dae9ee97d14a1f5ab75b863226a72df4,delivered,2018-05-20 18:36:00,2018-05-20 18:59:00,2018-05-21 17:34:00,2018-05-25 15:56:00,2018-05-29 0:00:00
c0800c1006480bed22d5ec0b593c2cd0,d1cfc648f3122f8f8810ab7e99a533f4,delivered,2017-03-03 18:40:00,2017-03-04 2:10:00,2017-03-08 13:24:00,2017-03-15 11:25:00,2017-03-28 0:00:00
434c4ed860ba78b06eb3333f8184dbee,c5cec2f88aa92fc22fae96e287c61ff9,delivered,2017-10-22 16:11:00,2017-10-22 16:21:00,2017-10-23 21:26:00,2017-11-24 12:36:00,2017-11-09 0:00:00
fb823d96051d7f90b945ce49c2e4dc8a,35a04aa2658d28a4d904cbd9427494a7,delivered,2017-08-21 12:02:00,2017-08-21 12:15:00,2017-08-23 19:05:00,2017-08-26 12:36:00,2017-09-11 0:00:00
cffd2e0d6321d2d79aac6c8166a55085,4cc3ed3fc6926d0c87ca70e1ed88ca8e,delivered,2017-11-24 1:03:00,2017-11-24 1:29:00,2017-12-05 1:18:00,2017-12-23 15:56:00,2017-12-18 0:00:00
8d2e2f8961edaf0d8c1af2217a872726,6bf466d8e7a502ba184f45d1977ce33e,delivered,2017-11-28 0:34:00,2017-11-28 1:36:00,2017-11-30 22:51:00,2017-12-27 21:42:00,2017-12-18 0:00:00
8342cb0cdd4fa7bd6ff3a6f7444d1d63,a1725c06c50122eded9e3c2289ce7d49,delivered,2018-03-20 22:54:00,2018-03-22 2:50:00,2018-03-23 1:06:00,2018-04-06 21:24:00,2018-04-13 0:00:00
d1b60751a74a563a60ea5a1ab1ac6969,9f3328357ea81872a61a105b20f2167e,delivered,2017-09-01 13:23:00,2017-09-01 13:30:00,2017-09-02 16:09:00,2017-09-08 23:53:00,2017-09-20 0:00:00
7ac04774ea7d5faea51621289bb084c4,9e44f3e3ef885b79a7ffab8341f067de,delivered,2018-02-15 20:59:00,2018-02-21 12:10:00,2018-02-22 21:52:00,2018-02-28 15:11:00,2018-03-09 0:00:00
11a8040304ddc9e67f7939587e9cf44e,3e8f6274492ec99e946fd2649fab95d8,delivered,2017-11-16 17:21:00,2017-11-18 2:15:00,2017-11-20 14:55:00,2017-12-07 21:56:00,2017-12-13 0:00:00
2d30cd6616e35533e19dddc672fe00e1,4878b01beae3a3c771921b367ce4c239,delivered,2017-02-26 23:08:00,2017-02-26 23:21:00,2017-03-01 15:51:00,2017-03-08 20:45:00,2017-03-20 0:00:00
90de07e389ed6cd973ae93d5b36f159c,4212cb0b515edd1723eb5dade9852916,delivered,2017-11-20 18:02:00,2017-11-20 18:14:00,2017-11-22 0:24:00,2017-11-29 19:58:00,2017-12-08 0:00:00
10f69c462a2c700cf1b141b9874af717,641d5bf17c23bb54add76ce8e47c1bd2,delivered,2018-07-18 16:32:00,2018-07-18 16:42:00,2018-07-20 15:06:00,2018-07-23 19:32:00,2018-07-31 0:00:00
6898cc2e6f6ad8fcdc27ed4bdfb554f1,0107d0717619fc7e17ba5fdd7c9aad36,delivered,2017-11-29 10:25:00,2017-11-29 10:33:00,2017-12-04 20:42:00,2017-12-15 22:12:00,2017-12-28 0:00:00
f49a6f58212cfa59614b93f6a2378572,b61a1d7fb4a9899ca9300a42300e9403,delivered,2017-07-20 9:58:00,2017-07-20 11:03:00,2017-07-20 17:48:00,2017-07-22 12:17:00,2017-08-04 0:00:00
7e72165c5aea9996c625cfe62c8e1500,06db786002c0a85b36bdaca70b9fb4fe,delivered,2018-03-04 12:00:00,2018-03-05 12:09:00,2018-03-08 18:33:00,2018-03-23 16:55:00,2018-04-02 0:00:00
698c0a83d7fbe733d10f2ca901f60117,6d52aa467c2ca8720371701992bcb49e,delivered,2018-02-26 11:14:00,2018-02-26 11:31:00,2018-02-27 20:34:00,2018-03-21 20:32:00,2018-03-21 0:00:00
7d556b158b276636f710b97e13e2a2c3,a74236a4dbbe4c74be4081b8ebc2daa8,delivered,2018-03-04 23:24:00,2018-03-04 23:35:00,2018-03-05 17:28:00,2018-03-12 21:09:00,2018-03-27 0:00:00
5e791294b4404ec12340f4c938c10cbb,80ded7f148068beb75d793df04bb020f,delivered,2018-02-21 12:02:00,2018-02-21 12:28:00,2018-02-22 13:43:00,2018-02-24 16:19:00,2018-03-16 0:00:00
3cabe471faa982a15a1e8a9e4b71559e,57af4c2463496f3aeb26502d9532c4e1,delivered,2017-11-24 4:09:00,2017-11-24 4:28:00,2017-12-04 22:06:00,2017-12-15 21:46:00,2017-12-15 0:00:00
7580acfb8ff8ddb8e8db732d87a5e5cb,4c9df146bdc5664d39360405fb74806e,delivered,2017-03-10 21:46:00,2017-03-10 21:46:00,2017-03-13 10:35:00,2017-03-21 16:43:00,2017-04-04 0:00:00
a0727c663f544d6618123c94c779f29b,c248d31c4fed7d662b3a78538f3b1da6,delivered,2018-06-08 16:39:00,2018-06-09 2:57:00,2018-06-12 19:03:00,2018-06-26 15:44:00,2018-06-25 0:00:00
e6be4d2a8e251c464dbb1c4e17c93bbc,a9221830e2e582026c45c252842c7504,delivered,2018-03-23 13:31:00,2018-03-23 13:48:00,2018-03-27 2:28:00,2018-04-10 18:28:00,2018-04-11 0:00:00
36181ce9f0459af55f5aae302b4b13a8,5f82b6799f7f5bda22833caafe7e8cd2,delivered,2018-03-12 19:37:00,2018-03-12 20:48:00,2018-03-14 19:24:00,2018-03-15 20:03:00,2018-03-22 0:00:00
c07faaf3f296c268a798470bb6008a4e,32498dd8fbe8b752805dba1536f2950b,delivered,2018-02-06 23:45:00,2018-02-06 23:55:00,2018-02-08 20:19:00,2018-02-22 22:35:00,2018-03-05 0:00:00
e576bdc500f0c1c9a1b2a3ccce7000fb,8b1f18c2f22e45482d3a3ad8e68090ed,delivered,2017-12-21 13:05:00,2017-12-21 13:16:00,2017-12-21 21:42:00,2018-01-11 12:20:00,2018-01-23 0:00:00
252aabc5aca2bc51672fb4ded077dcd7,5974a7436459910a0a91a5e6cdd9c6bd,delivered,2017-12-14 0:06:00,2017-12-14 0:17:00,2017-12-16 13:38:00,2018-02-06 17:27:00,2018-01-26 0:00:00
033729e95819665323119db0291d0f0c,67e656bad90cf1cff3eb60db78ba3da6,delivered,2017-05-12 5:28:00,2017-05-12 5:42:00,2017-05-26 14:36:00,2017-05-30 11:37:00,2017-05-30 0:00:00
c145341df96866c0282d832acbda1225,ec3ec417b16fb18d288705ec41bdd297,delivered,2017-05-06 16:19:00,2017-05-09 9:50:00,2017-05-09 11:17:00,2017-05-12 17:53:00,2017-05-19 0:00:00
afcbcc62e1ddbcad592c172eb3e409cb,509ea35d8113ffbabd4e26113582eeaf,delivered,2017-07-12 12:05:00,2017-07-13 3:04:00,2017-07-13 15:50:00,2017-07-26 0:11:00,2017-08-10 0:00:00
c3341ac81d23f61418efcca37cff454d,255a8946290522f5dd7470c385ee3a54,delivered,2017-11-09 1:23:00,2017-11-09 3:31:00,2017-11-09 15:56:00,2017-11-21 2:16:00,2017-12-05 0:00:00
9b86b1c24ecef19a6dec20a8750341f9,e03f16c679044f02b6f9d2bed05888b5,delivered,2018-02-22 22:12:00,2018-02-22 22:25:00,2018-02-27 19:45:00,2018-03-03 13:33:00,2018-03-08 0:00:00
a446e19eaf1b7ae1ac483f47c29c2d36,49112800d9f84bee4cb56c717eb30dff,delivered,2018-02-15 16:16:00,2018-02-15 16:26:00,2018-02-22 20:53:00,2018-03-02 15:09:00,2018-03-09 0:00:00
80a9ad939bd816de40da5a87156a5497,618b8a8069f55d05ad5f1ccc488afa5e,delivered,2018-06-08 13:36:00,2018-06-08 14:53:00,2018-06-11 12:21:00,2018-06-20 17:52:00,2018-07-04 0:00:00
070f532c26f2505352210937089dfc79,eab17ddda36cb27ac825d56bcd269a0f,delivered,2017-09-14 7:12:00,2017-09-14 7:25:00,2017-09-14 17:34:00,2017-09-20 19:02:00,2017-10-13 0:00:00
6a276c227b7bb9659f04c271e30d381d,f35e1aa8990c39ac028bd44384d805a6,delivered,2018-02-19 9:23:00,2018-02-19 10:10:00,2018-02-22 1:04:00,2018-03-09 19:52:00,2018-03-12 0:00:00
c1ecc1e54515cde540ca84bb519839b1,6648569aeba7da7ae0eb333509cd0b4e,delivered,2018-03-26 12:25:00,2018-03-26 12:47:00,2018-03-28 18:32:00,2018-04-28 14:21:00,2018-04-26 0:00:00
9878cf05ddc72172379e9305a3d1bf46,8e90800b3aa14d1beee20df3a112f409,delivered,2017-05-17 9:30:00,2017-05-17 9:45:00,2017-05-18 6:46:00,2017-05-24 11:25:00,2017-06-08 0:00:00
c4d0c6ca4f6e5d0449129c84e9bdb9c3,be7539a389676f3996466d36b46f3406,delivered,2017-02-22 10:49:00,2017-02-24 2:45:00,2017-02-24 7:55:00,2017-03-08 6:04:00,2017-03-23 0:00:00
87dbf4b3d9d6755f19edef737a4dc0f9,0413010c14c0551c7377780fef01eaf5,delivered,2017-08-04 11:25:00,2017-08-04 12:03:00,2017-08-08 15:20:00,2017-08-22 16:52:00,2017-09-11 0:00:00
d9fb924d08e165eff00a9745385a2a36,4eaa399e3bebfa914be5e064bffc323e,delivered,2018-02-26 20:27:00,2018-02-26 20:48:00,2018-02-27 17:04:00,2018-03-01 18:57:00,2018-03-22 0:00:00
65cc3a9e78ce5bdfab69c2b1f98ab7aa,e1275b4bca1321a1d6fe6a7ca7d7f444,delivered,2017-06-05 13:09:00,2017-06-05 13:22:00,2017-06-08 16:36:00,2017-06-19 19:46:00,2017-07-04 0:00:00
cab041584e63bfe6a389916c8f469abc,4f11e0c0c7d456f4e5bf43b4189927e7,delivered,2018-05-28 17:12:00,2018-05-28 17:30:00,2018-05-29 9:38:00,2018-05-30 16:48:00,2018-06-20 0:00:00
87787efcca530ffab1191c66c2023af4,f4fa54d46d7fb4d130ff9efdff0f8ac6,delivered,2017-08-04 11:42:00,2017-08-04 11:55:00,2017-08-07 16:52:00,2017-08-11 19:15:00,2017-08-24 0:00:00
49a76356bba249478a61707cb37319ea,59eb71336fbb39a683b38f0d1b9f21a7,delivered,2017-10-17 8:43:00,2017-10-18 8:49:00,2017-10-18 14:49:00,2017-11-04 0:07:00,2017-11-21 0:00:00
e2b075864104d008c831b5c105a76608,5509ac302e3aabe10b2bd4a9e5d10675,delivered,2018-01-16 21:49:00,2018-01-18 2:11:00,2018-01-19 1:33:00,2018-01-30 17:18:00,2018-02-15 0:00:00
51673e0d82449e7f4ccd8fcd64fe0c15,2c5432951b606c37c8256c7892f58d82,delivered,2018-04-23 11:13:00,2018-04-24 19:06:00,2018-04-24 22:26:00,2018-05-02 15:08:00,2018-05-22 0:00:00
62005c92ae50253cbafc90c07cf33d2e,10fa88a7b6a80c8361f3d4d83b6d384c,delivered,2018-08-21 16:53:00,2018-08-21 17:08:00,2018-08-23 13:06:00,2018-08-24 17:51:00,2018-08-30 0:00:00
c79cc9cc01a118d224618bf964a0c1ea,e63d3cb3e05d2867f4e2dda6d0fbdd8c,delivered,2017-04-19 13:49:00,2017-04-19 16:15:00,2017-04-27 14:43:00,2017-05-12 12:33:00,2017-05-11 0:00:00
598cd40a798aa27cded050fe918ffbe7,f36d397e361b66b7220f849320541fd8,delivered,2017-08-31 9:31:00,2017-09-02 2:45:00,2017-09-05 21:35:00,2017-09-06 14:43:00,2017-09-13 0:00:00
8da7a1c49a88ecf2f5a92925c9333af1,67de52b6a10455591df311f48614aa58,delivered,2018-08-02 13:25:00,2018-08-03 13:24:00,2018-08-03 14:49:00,2018-08-13 18:51:00,2018-08-16 0:00:00
b5982bf8e5b91399a51277de4c2b8001,ec583a21b5ec6078f56da232ffe150e9,delivered,2017-08-15 15:09:00,2017-08-17 2:45:00,2017-08-18 19:27:00,2017-08-31 19:11:00,2017-09-13 0:00:00
6fafa8b999b250ad0dbbc4dad2f5aaf5,42da448b13fbef03246fd2ed79442e67,delivered,2018-01-18 11:15:00,2018-01-18 11:37:00,2018-01-25 20:42:00,2018-01-31 18:03:00,2018-02-20 0:00:00
3749e1bbc7bc1d318446e7c177727a01,684fb41123159abd77da3416cf999acb,delivered,2017-05-19 18:55:00,2017-05-22 15:45:00,2017-05-23 14:46:00,2017-05-30 9:34:00,2017-06-12 0:00:00
ed6c99480bc1ab87159e288140055645,ce9ae711134d1939a5aa747f4a40a549,delivered,2018-05-06 7:18:00,2018-05-06 8:03:00,2018-05-07 14:49:00,2018-05-11 17:41:00,2018-05-28 0:00:00
8d3280c1ecf98c7dce004f7c67d67acf,47ede0e6f7b364a296f96c88e2552d37,invoiced,2017-05-09 8:20:00,2017-05-10 2:50:00,,,2017-06-02 0:00:00
bafb684404bd59635ed1f02e09058779,67e9e9957d48219a70259073642bf4f7,delivered,2018-07-04 11:56:00,2018-07-05 16:33:00,2018-07-05 13:56:00,2018-07-06 13:18:00,2018-07-19 0:00:00
79ce3a0a9eba49ff442b392ab05349a4,3b979b88fbf88354add6870de52d007b,delivered,2017-12-12 23:41:00,2017-12-13 0:33:00,2017-12-13 17:53:00,2017-12-26 19:32:00,2018-01-09 0:00:00
af429aa4c68dea6ce6863e63c261fd6c,6735b40b16578deeea15f31bd8ccb2db,delivered,2018-07-23 17:40:00,2018-07-24 10:31:00,2018-07-25 9:18:00,2018-08-29 18:31:00,2018-08-29 0:00:00
fc5d7fc2903cfc7a873e4669688028aa,35c2ad85d777a0eb16f4a2195cfe5be4,delivered,2017-11-06 11:33:00,2017-11-08 3:26:00,2017-11-09 21:51:00,2017-12-01 16:21:00,2017-12-04 0:00:00
6d7a9c1028453b6ee47863e588d93afd,593380b36ff4cb80ac853aafebd9ff81,delivered,2018-02-09 9:58:00,2018-02-09 10:14:00,2018-02-09 18:47:00,2018-02-17 0:08:00,2018-03-08 0:00:00
f9cda286ca417062ff15bf5d63fbc70c,7b2a178190dfc4efadeccb75fc833074,delivered,2018-05-21 17:25:00,2018-05-21 17:56:00,2018-05-22 10:49:00,2018-06-06 20:37:00,2018-06-11 0:00:00
16aaefde5d48ac55cb13be6353f9d415,c616dbff41c008fb0d5f5e7bb8e742ba,delivered,2017-03-31 19:14:00,2017-03-31 19:25:00,2017-04-03 14:55:00,2017-04-07 11:52:00,2017-04-25 0:00:00
665e56cc29529e3f1c50ab201a0fdbfa,5d8821d1963846a75b6dcaf3a14b5633,delivered,2018-06-24 18:44:00,2018-06-24 18:55:00,2018-06-26 13:42:00,2018-07-02 19:38:00,2018-07-27 0:00:00
94c1a9db6817a4e6b149abc53a7af714,ae202bc992b8c3b955797a6deecf479b,delivered,2018-01-07 18:14:00,2018-01-07 18:26:00,2018-01-11 1:10:00,2018-01-13 2:33:00,2018-01-24 0:00:00
1e2751c3d3ccebf99f0de90d7fd2b279,4d076b22079be9bc624fa921a1b6b7f2,delivered,2018-05-08 20:28:00,2018-05-08 21:11:00,2018-05-10 19:07:00,2018-05-11 17:06:00,2018-05-25 0:00:00
e0f4a0e2b66ad7eaec3985e1d75783c7,1a4c4062325be87e41a32061714ea625,delivered,2018-01-13 20:48:00,2018-01-13 20:57:00,2018-01-18 15:37:00,2018-02-05 22:36:00,2018-02-15 0:00:00
95ca5e38f67d0f792b4fa38683682a0d,58283a66f78970a1137fdea5a4faba2a,delivered,2017-08-14 16:23:00,2017-08-15 3:45:00,2017-08-15 20:17:00,2017-08-26 14:47:00,2017-09-06 0:00:00
93f5bba371d2fc9de34cea400e4f05ec,5415e7754e47d4252917df22db44f1f7,delivered,2017-10-16 15:29:00,2017-10-17 4:14:00,2017-10-23 16:38:00,2017-10-25 21:07:00,2017-10-26 0:00:00
2bdfeff498c8742708633364e3eeee08,3a940b0b8f29b36c928c4c91d83dd7d0,delivered,2017-12-10 19:50:00,2017-12-10 19:57:00,2017-12-12 18:18:00,2017-12-17 11:59:00,2017-12-28 0:00:00
1f6d522523ec744025ba19da53169f45,2e42725b340b879a9e4e93caac411a3e,delivered,2017-12-29 15:22:00,2017-12-29 15:34:00,2018-01-02 16:43:00,2018-01-09 13:59:00,2018-01-29 0:00:00
9abf08c7cd99e4755666520ba9f96f2d,fede16cecec9d02f2959cc9e262a4ec9,delivered,2018-03-23 12:00:00,2018-03-23 12:15:00,2018-03-26 20:56:00,2018-03-28 16:06:00,2018-04-05 0:00:00
ceb13edd7ff6e50ff3a9295764a6b3b7,f1e72e6212d8f92341aefe99209898bc,delivered,2018-08-06 15:08:00,2018-08-06 15:30:00,2018-08-08 11:52:00,2018-08-13 22:31:00,2018-08-22 0:00:00
9b92d4432c1758cd4215f3fdb1d623a3,abcc88626b6df4cc183bd4cf459bd9f7,delivered,2018-02-09 11:35:00,2018-02-09 11:49:00,2018-02-09 23:06:00,2018-03-14 14:07:00,2018-03-14 0:00:00
04df14e9618f3ad47f7b1e353b0b9c50,1d26c126f9597e1a7ee29449ed714258,delivered,2017-05-22 18:22:00,2017-05-24 2:55:00,2017-05-24 10:07:00,2017-05-29 10:38:00,2017-06-13 0:00:00
cc2e6cf82767599713d657cd5cf8b300,fb5a37c5751065b31f48a501d47eb1bc,delivered,2017-09-12 0:31:00,2017-09-12 0:44:00,2017-09-14 21:44:00,2017-09-26 19:23:00,2017-10-20 0:00:00
3c32b5ee0d19331febeea91a6fbf37c8,279a09411f28ae559c302075deafbae5,delivered,2018-08-03 10:13:00,2018-08-03 10:30:00,2018-08-03 11:38:00,2018-08-15 2:04:00,2018-08-23 0:00:00
d75ec4cf8c3c2afb8cd60498e725dfe3,9bedce134cd25ed7df6fd43a51c8d76d,delivered,2017-07-29 11:14:00,2017-07-29 11:30:00,2017-08-17 21:46:00,2017-08-23 19:42:00,2017-08-21 0:00:00
b34e44cdbd34bb4655d2cfe52d3f31e7,9da68c26e694013eb8889cd0a24e3729,delivered,2017-10-19 9:54:00,2017-10-19 10:14:00,2017-10-20 15:08:00,2017-10-24 18:57:00,2017-11-08 0:00:00
914e07017d246eee143555a432b6746e,a41f7c579dd43b7e3de0b0a5a5f796f9,delivered,2018-02-06 14:15:00,2018-02-06 15:55:00,2018-02-09 21:04:00,2018-02-20 13:32:00,2018-02-22 0:00:00
